sample	rf	triplet
1	0.608247422680412	0.468061224489796
2	0.670103092783505	0.522319109461967
3	0.639175257731959	0.847411873840445
4	0.618556701030928	0.777671614100185
5	0.639175257731959	0.555964749536178
6	0.556701030927835	0.591187384044527
7	0.618556701030928	0.597820037105751
8	0.597938144329897	0.356539888682746
9	0.577319587628866	0.100278293135436
10	0.54639175257732	0.315612244897959
11	0.65979381443299	0.414823747680891
12	0.463917525773196	0.465018552875696
13	0.597938144329897	0.861669758812616
14	0.649484536082474	0.190714285714286
15	0.556701030927835	0.517374768089054
16	0.639175257731959	0.473033395176252
17	0.515463917525773	0.657337662337662
18	0.45360824742268	0.75430426716141
19	0.618556701030928	0.680287569573284
20	0.742268041237113	0.469350649350649
21	0.525773195876289	0.265454545454545
22	0.721649484536082	0.850111317254174
23	0.649484536082474	0.745287569573284
24	0.556701030927835	0.377513914656772
25	0.628865979381443	0.680009276437848
26	0.556701030927835	0.614647495361781
27	0.505154639175258	0.577504638218924
28	0.536082474226804	0.757866419294991
29	0.536082474226804	0.539842300556586
30	0.505154639175258	0.432504638218924
31	0.711340206185567	0.891215213358071
32	0.680412371134021	0.781669758812616
33	0.670103092783505	0.796975881261596
34	0.701030927835051	0.543200371057514
35	0.65979381443299	0.876586270871985
36	0.742268041237113	0.411818181818182
37	0.608247422680412	0.785732838589981
38	0.494845360824742	0.144128014842301
39	0.670103092783505	0.499480519480519
40	0.536082474226804	0.595296846011132
41	0.690721649484536	0.883153988868275
42	0.587628865979381	0.553107606679035
43	0.65979381443299	0.464814471243043
44	0.690721649484536	0.679350649350649
45	0.484536082474227	0.204786641929499
46	0.608247422680412	0.699359925788497
47	0.597938144329897	0.426363636363636
48	0.65979381443299	0.858200371057514
49	0.639175257731959	0.31178107606679
50	0.515463917525773	0.187745825602968
51	0.618556701030928	0.749007421150278
52	0.65979381443299	0.743126159554731
53	0.762886597938144	0.78765306122449
54	0.556701030927835	0.391428571428571
55	0.649484536082474	0.383191094619666
56	0.65979381443299	0.604823747680891
57	0.577319587628866	0.56474025974026
58	0.443298969072165	0.408320964749536
59	0.474226804123711	0.435296846011132
60	0.618556701030928	0.381484230055659
61	0.670103092783505	0.847263450834879
62	0.608247422680412	0.586354359925789
63	0.56701030927835	0.713701298701299
64	0.65979381443299	0.590983302411874
65	0.608247422680412	0.660621521335807
66	0.711340206185567	0.789721706864564
67	0.536082474226804	0.28443413729128
68	0.628865979381443	0.579842300556586
69	0.639175257731959	0.433729128014842
70	0.536082474226804	0.878858998144712
71	0.587628865979381	0.485964749536178
72	0.742268041237113	0.747096474953618
73	0.556701030927835	0.44095547309833
74	0.474226804123711	0.52873840445269
75	0.536082474226804	0.299220779220779
76	0.608247422680412	0.262773654916512
77	0.680412371134021	0.585055658627087
78	0.649484536082474	0.774814471243043
79	0.639175257731959	0.825194805194805
80	0.608247422680412	0.425918367346939
81	0.639175257731959	0.700380333951762
82	0.701030927835051	0.861901669758813
83	0.721649484536082	0.51669758812616
84	0.628865979381443	0.363487940630798
85	0.577319587628866	0.264100185528757
86	0.505154639175258	0.492699443413729
87	0.536082474226804	0.484192949907236
88	0.628865979381443	0.348051948051948
89	0.608247422680412	0.64582560296846
90	0.649484536082474	0.754285714285714
91	0.721649484536082	0.595751391465677
92	0.556701030927835	0.164025974025974
93	0.556701030927835	0.208265306122449
94	0.670103092783505	0.551985157699443
95	0.618556701030928	0.77386827458256
96	0.484536082474227	0.821168831168831
97	0.597938144329897	0.425092764378479
98	0.628865979381443	0.494536178107607
99	0.587628865979381	0.156846011131725
100	0.381443298969072	0.425834879406308
