sample	rf	triplet
1	0.649484536082474	0.608070500927644
2	0.721649484536082	0.472115027829314
3	0.639175257731959	0.819703153988868
4	0.649484536082474	0.429016697588126
5	0.649484536082474	0.595667903525046
6	0.618556701030928	0.514211502782931
7	0.639175257731959	0.599294990723562
8	0.628865979381443	0.332300556586271
9	0.525773195876289	0.0860204081632653
10	0.597938144329897	0.54817254174397
11	0.701030927835051	0.4560853432282
12	0.474226804123711	0.620936920222634
13	0.608247422680412	0.820417439703154
14	0.680412371134021	0.343450834879406
15	0.608247422680412	0.715491651205937
16	0.670103092783505	0.400871985157699
17	0.556701030927835	0.792764378478664
18	0.628865979381443	0.798654916512059
19	0.639175257731959	0.731604823747681
20	0.742268041237113	0.546410018552876
21	0.536082474226804	0.307551020408163
22	0.742268041237113	0.920510204081633
23	0.680412371134021	0.677513914656772
24	0.515463917525773	0.512708719851577
25	0.628865979381443	0.662282003710575
26	0.639175257731959	0.716048237476809
27	0.56701030927835	0.523552875695733
28	0.54639175257732	0.724591836734694
29	0.515463917525773	0.388617810760668
30	0.525773195876289	0.633228200371058
31	0.701030927835051	0.87239332096475
32	0.680412371134021	0.947625231910946
33	0.618556701030928	0.800992578849722
34	0.608247422680412	0.540899814471243
35	0.628865979381443	0.487124304267161
36	0.742268041237113	0.41987012987013
37	0.65979381443299	0.739851576994434
38	0.536082474226804	0.388228200371058
39	0.680412371134021	0.391205936920223
40	0.628865979381443	0.859313543599258
41	0.680412371134021	0.845009276437848
42	0.587628865979381	0.743645640074212
43	0.618556701030928	0.350139146567718
44	0.731958762886598	0.338636363636364
45	0.484536082474227	0.308320964749536
46	0.690721649484536	0.435909090909091
47	0.65979381443299	0.488756957328386
48	0.628865979381443	0.71139146567718
49	0.608247422680412	0.425881261595547
50	0.56701030927835	0.324805194805195
51	0.65979381443299	0.667365491651206
52	0.628865979381443	0.53961038961039
53	0.793814432989691	0.747987012987013
54	0.618556701030928	0.492374768089054
55	0.701030927835051	0.441725417439703
56	0.597938144329897	0.654554730983302
57	0.556701030927835	0.566159554730983
58	0.505154639175258	0.400166975881262
59	0.525773195876289	0.423682745825603
60	0.618556701030928	0.485918367346939
61	0.721649484536082	0.774536178107607
62	0.701030927835051	0.597050092764378
63	0.597938144329897	0.695927643784787
64	0.690721649484536	0.464656771799629
65	0.639175257731959	0.690575139146568
66	0.701030927835051	0.856410018552876
67	0.525773195876289	0.523163265306122
68	0.597938144329897	0.637235621521336
69	0.65979381443299	0.373209647495362
70	0.618556701030928	0.964935064935065
71	0.597938144329897	0.685584415584416
72	0.752577319587629	0.692411873840445
73	0.577319587628866	0.363988868274583
74	0.536082474226804	0.621864564007421
75	0.536082474226804	0.306929499072356
76	0.649484536082474	0.142764378478664
77	0.742268041237113	0.748116883116883
78	0.670103092783505	0.796168831168831
79	0.65979381443299	0.652903525046382
80	0.54639175257732	0.381558441558442
81	0.639175257731959	0.760074211502783
82	0.670103092783505	0.671595547309833
83	0.752577319587629	0.535213358070501
84	0.56701030927835	0.37791280148423
85	0.54639175257732	0.344944341372913
86	0.639175257731959	0.627773654916512
87	0.618556701030928	0.620083487940631
88	0.56701030927835	0.378441558441558
89	0.577319587628866	0.574248608534323
90	0.65979381443299	0.74538961038961
91	0.742268041237113	0.729072356215213
92	0.536082474226804	0.489628942486085
93	0.515463917525773	0.250612244897959
94	0.618556701030928	0.525166975881262
95	0.65979381443299	0.856836734693878
96	0.505154639175258	0.749267161410019
97	0.65979381443299	0.686641929499072
98	0.680412371134021	0.885686456400742
99	0.484536082474227	0.262356215213358
100	0.43298969072165	0.523191094619666
