sample	rf	triplet
1	0.649484536082474	0.432127396413111
2	0.721649484536082	0.327934446505875
3	0.639175257731959	0.552467532467532
4	0.649484536082474	0.306091527520099
5	0.649484536082474	0.411379097093383
6	0.618556701030928	0.350488559059988
7	0.639175257731959	0.408658008658009
8	0.628865979381443	0.239641311069883
9	0.525773195876289	0.0821397649969079
10	0.597938144329897	0.380890538033395
11	0.701030927835051	0.322430426716141
12	0.474226804123711	0.505299938157081
13	0.608247422680412	0.554749536178108
14	0.680412371134021	0.245905998763142
15	0.608247422680412	0.485708101422387
16	0.670103092783505	0.27730364873222
17	0.556701030927835	0.543209647495362
18	0.628865979381443	0.56025974025974
19	0.639175257731959	0.493840445269017
20	0.742268041237113	0.381410018552876
21	0.536082474226804	0.238138528138528
22	0.742268041237113	0.629987631416203
23	0.680412371134021	0.460154607297464
24	0.515463917525773	0.757111935683364
25	0.628865979381443	0.449276437847866
26	0.639175257731959	0.513265306122449
27	0.56701030927835	0.387513914656772
28	0.54639175257732	0.50317254174397
29	0.515463917525773	0.267866419294991
30	0.525773195876289	0.492244897959184
31	0.701030927835051	0.586011131725417
32	0.680412371134021	0.639672232529375
33	0.618556701030928	0.722176870748299
34	0.608247422680412	0.370315398886827
35	0.628865979381443	0.424687693259122
36	0.742268041237113	0.297452071737786
37	0.65979381443299	0.501570810142239
38	0.536082474226804	0.715009276437848
39	0.680412371134021	0.278039579468151
40	0.628865979381443	0.579517625231911
41	0.680412371134021	0.571144094001237
42	0.587628865979381	0.515813234384663
43	0.618556701030928	0.258045763760049
44	0.731958762886598	0.256499690785405
45	0.484536082474227	0.21974025974026
46	0.690721649484536	0.320105132962276
47	0.65979381443299	0.337155225726654
48	0.628865979381443	0.481341991341991
49	0.608247422680412	0.302084106369821
50	0.56701030927835	0.255417439703154
51	0.65979381443299	0.461892393320965
52	0.628865979381443	0.367748917748918
53	0.793814432989691	0.509090909090909
54	0.618556701030928	0.343382807668522
55	0.701030927835051	0.311527520098949
56	0.597938144329897	0.444483611626469
57	0.556701030927835	0.385689548546691
58	0.505154639175258	0.458342609771181
59	0.525773195876289	0.29426097711812
60	0.618556701030928	0.337328385899814
61	0.721649484536082	0.523487940630798
62	0.701030927835051	0.407711811997526
63	0.597938144329897	0.472721088435374
64	0.690721649484536	0.318361162646877
65	0.639175257731959	0.529264069264069
66	0.701030927835051	0.577507730364873
67	0.525773195876289	0.361960420531849
68	0.597938144329897	0.4395670995671
69	0.65979381443299	0.282888064316636
70	0.618556701030928	0.649789734075448
71	0.597938144329897	0.4726097711812
72	0.752577319587629	0.484656771799629
73	0.577319587628866	0.250358688930117
74	0.536082474226804	0.436852195423624
75	0.536082474226804	0.247551020408163
76	0.649484536082474	0.691453308596166
77	0.742268041237113	0.571954236239951
78	0.670103092783505	0.562962275819419
79	0.65979381443299	0.453698206555349
80	0.54639175257732	0.272028447742733
81	0.639175257731959	0.570828695114409
82	0.670103092783505	0.466091527520099
83	0.752577319587629	0.368447742733457
84	0.56701030927835	0.298095238095238
85	0.54639175257732	0.253116883116883
86	0.639175257731959	0.430018552875696
87	0.618556701030928	0.447631416202845
88	0.56701030927835	0.683654916512059
89	0.577319587628866	0.396221397649969
90	0.65979381443299	0.518002473716759
91	0.742268041237113	0.492875695732839
92	0.536082474226804	0.380055658627087
93	0.515463917525773	0.182702535559678
94	0.618556701030928	0.380643166357452
95	0.65979381443299	0.578200371057514
96	0.505154639175258	0.51678416821274
97	0.65979381443299	0.466858379715523
98	0.680412371134021	0.630624613481756
99	0.484536082474227	0.193927025355597
100	0.43298969072165	0.363630179344465
